hmid,moment,concepts,agency,social,age,country,gender,married,parenthood,reflection,duration
113273,My son had very happy birthday today,party|family,no,yes,38,USA,f,divorced,y,24h,all_day_im_still_feeling_it
113279,I listened to a podcast that was very funny and made me laugh out loud.,entertainment,yes,yes,35,USA,f,separated,n,24h,a_few_minutes
113286,Venting on the phone to the rep at Amazon for an order I placed and received the wrong item even though it didn't rectify the mistake,shopping,yes,yes,51,USA,f,married,n,24h,a_few_minutes
113291,I finalized my trip to Alaska.,vacation,yes,no,25,USA,f,single,n,24h,at_least_one_hour
113300,I ate cookies today.,food,yes,no,29,USA,f,married,y,24h,at_least_one_hour
113308,My 1.5 year old son did a new song and dance called Mana Mana from Sesame Street.,conversation,no,yes,28,USA,m,married,y,24h,at_least_one_hour
113309,I enjoyed petting my two cats for about 5 minutes.,animals,yes,yes,21,USA,m,single,n,24h,a_few_minutes
113317,I was able to go out to a concert with some friends last night and have a good time.,entertainment,yes,yes,25,USA,f,single,n,24h,at_least_one_hour
113323,I went shopping and found some really cute items.,shopping,yes,no,30,USA,f,single,y,24h,half_a_day
113333,I had some good pizza,food,yes,yes,26,USA,m,single,n,24h,all_day_im_still_feeling_it
113342,I fed my dogs leftover steak.,animals|food,yes,no,29,USA,m,single,n,24h,a_few_minutes
113343,I won 5 dollars on a lottery scratch off ticket.,shopping,no,no,30,USA,o,single,n,24h,half_a_day
113348,I went to see my brother who lived out of state.,family|vacation,yes,yes,66,USA,m,divorced,y,24h,all_day_im_still_feeling_it
113350,Buying a crib yesterday for my soon to come baby made me real happy.,shopping,yes,yes,29,USA,m,married,n,24h,at_least_one_hour
113352,I met with a friend and we talked about details for a trip to Seattle this summer.,conversation|vacation,yes,yes,40,USA,m,single,n,24h,a_few_minutes
113378,Buying a new phone holder for my car,shopping,yes,no,34,USA,m,married,y,24h,a_few_minutes
113390,"My youngest son asked me to dance with him; we did, and had a great time.",party,yes,yes,29,USA,f,married,y,24h,at_least_one_hour
113397,I received good health news about a family member.,family|conversation,no,yes,35,USA,m,married,y,24h,all_day_im_still_feeling_it
113402,My husband kissed me.,romance,no,yes,26,USA,f,married,y,24h,a_few_minutes
113409,I went out drinking with my cousin.,family|food,yes,yes,22,ALB,m,single,n,24h,half_a_day
113410,I was able to spend extra time with my husband because his work day ended earlier than usual.,family,yes,yes,31,USA,f,married,n,24h,half_a_day
113417,My daughter asked me to put the Ani DiFranco station on Pandora.,family,yes,yes,39,USA,f,married,y,24h,at_least_one_hour
113420,I finished a really good book that had a much more satisfying ending than the previous book I'd read.,entertainment,yes,no,22,USA,f,single,n,24h,at_least_one_hour
113429,"I visited with my grandfather for some time last night, it had been a while since we got together and it was nice.",family,yes,yes,31,USA,m,single,n,24h,half_a_day
113441,My cat snuggled with my while I was feeling sick; he laid on my stomach and took a nap.,animals,no,no,27,USA,f,married,n,24h,at_least_one_hour
113451,My husband cooked a delicious dinner and brought it to me.,food|family,no,yes,23,USA,f,married,n,24h,at_least_one_hour
113460,I finished a large coding project at work.,career,yes,no,44,USA,m,single,n,24h,all_day_im_still_feeling_it
113468,"Today I went in the morning to the service of the church, and singing to God gives me happiness",religion,yes,no,33,USA,f,married,y,24h,at_least_one_hour
113472,I went to the gym today.,exercise,yes,no,24,USA,m,single,n,24h,half_a_day
113498,"My wife and I did couponing, which is fun because it saves money.",family|shopping,yes,yes,26,USA,m,married,n,24h,a_few_minutes
113502,When I finished a task which was so hard that I had spent many days on it.,career,yes,no,36,COL,m,single,n,24h,half_a_day
113503,"Being able to take my mother out to eat lunch after the dentist, as I have been trying to work more online.",food|family,yes,yes,36,USA,m,single,n,24h,all_day_im_still_feeling_it
113505,Got a big project at work done,career,no,no,30,USA,m,married,y,24h,half_a_day
113513,It made me very happy to see an NBA game last night.,entertainment,yes,no,20,VEN,m,single,n,24h,at_least_one_hour
113524,I found out my sister is having a baby.,family,no,yes,38,USA,f,married,y,24h,all_day_im_still_feeling_it
113526,I've met someone who enjoys things that I love.,entertainment,yes,yes,19,TUR,m,single,n,24h,all_day_im_still_feeling_it
113531,The dandelions in my yard are finally not coming back after applying weed treatment to my grass.,career,yes,no,42,USA,m,married,y,24h,at_least_one_hour
113533,It made me happy when someone at the MGM hotel found my cell phone when I lost it and turned it in.,technology,no,no,32,USA,m,married,y,24h,all_day_im_still_feeling_it
113547,Finding a new lip serum that seems to work and smells amazing.,shopping,yes,no,24,USA,f,single,n,24h,all_day_im_still_feeling_it
113572,"I spoke with my brother through text messages, we don't talk very much.",conversation,yes,yes,26,USA,m,single,n,24h,at_least_one_hour
113581,I had dinner with my wife.,food|romance,yes,yes,43,USA,m,married,y,24h,at_least_one_hour
113592,Beating Zelda: Breath of the Wild made me happy.,entertainment,yes,no,26,USA,m,single,n,24h,at_least_one_hour
113611,Went for a drink with my coworkers.,career,yes,yes,30,MKD,m,single,n,24h,at_least_one_hour
113635,Finishing my presentation at work  and can relax for the rest of the day,career,yes,no,33,USA,m,widowed,y,24h,at_least_one_hour
113637,"I learned today that I have received approval to take out a loan to by a new house, which is awesome.",shopping,no,no,38,USA,f,divorced,y,24h,all_day_im_still_feeling_it
113638,I bought a new laptop.,technology|shopping,yes,no,23,USA,m,single,n,24h,half_a_day
113652,I went on a mile long jog around town after work.,exercise,yes,no,26,USA,m,single,n,24h,at_least_one_hour
113656,when I went to bed and snuggled up to my husband,romance|family,yes,yes,41,USA,f,married,n,24h,all_day_im_still_feeling_it
113657,I bought a beautiful dress and shoes.,shopping,yes,no,35,USA,f,married,y,24h,half_a_day
113672,"I had a piece of cookie cake at lunch today, and it was delicious!",food,yes,no,33,USA,f,married,y,24h,a_few_minutes
113679,I got to watch the UNC tennis championship match on TV.,entertainment,yes,no,31,USA,m,married,n,24h,at_least_one_hour
113705,"I ate a nice, big and delicious lunch that I made this morning.",food,yes,no,32,USA,m,single,n,24h,at_least_one_hour
113713,I pet a kitten.,animals,yes,no,39,USA,f,single,y,24h,a_few_minutes
113714,My mother called me from work to tell me that she won $20 on a scratch-off lottery ticket.,conversation|family,no,yes,39,USA,m,single,n,24h,a_few_minutes
113719,I splurged and got a super yummy coffee at a new coffee shop that opened up.,food,yes,no,48,USA,f,married,y,24h,a_few_minutes
113724,I WENT TO TEMPLE,religion,yes,no,28,IND,f,married,n,24h,half_a_day
113740,I WENT TO TEMPLE,religion,yes,no,28,IND,f,married,n,24h,half_a_day
113744,When my husband thanked me for making breakfast and kissed me goodbye before he headed off to work.,romance|family,no,yes,33,USA,f,married,n,24h,a_few_minutes
113755,My boyfriend and I got back together after a huge fight.,romance,yes,yes,21,USA,f,single,n,24h,all_day_im_still_feeling_it
113758,I made bbq ribs for the family,family|food,yes,yes,43,USA,m,married,y,24h,at_least_one_hour
113787,"After searching for an hour to find a new shirt wear at a wedding, I finally found the perfect shirt at Express.",shopping,yes,no,23,USA,m,divorced,n,24h,at_least_one_hour
113810,I ate really good chocolate my boyfriend gave me today,romance|food,yes,yes,44,USA,f,divorced,y,24h,at_least_one_hour
113811,I went to see Guardians of the Galaxy 2 at our local theater and it was a great movie.,entertainment,yes,yes,36,USA,m,single,n,24h,half_a_day
113830,"Worked 7 hours online, which is a great feat for me.",career,yes,yes,31,USA,m,single,n,24h,at_least_one_hour
113831,I played with a dog and they were happy to see me.,entertainment|animals,yes,no,33,USA,f,single,n,24h,at_least_one_hour
113838,Eating pita chips,food,yes,no,29,USA,m,married,n,24h,at_least_one_hour
113839,I went with my girlfriend on a trip to Thailand.,vacation|romance,yes,yes,29,USA,m,married,n,24h,all_day_im_still_feeling_it
113841,Another thing that made me happy today was getting to watch the premiere of the new season of Twin Peaks.,entertainment,yes,no,28,USA,f,single,y,24h,half_a_day
113846,I watched a basketball team that I like defeat their opponent and earn a trip to the NBA Finals.,entertainment,yes,yes,36,USA,m,single,n,24h,a_few_minutes
113860,"My fiance got home from work, and she has the night off tonight.",career,no,yes,28,USA,m,single,n,24h,all_day_im_still_feeling_it
113870,Decided to eat a salad for lunch.,food,yes,no,37,USA,m,single,n,24h,a_few_minutes
113884,I watched Teen Mom and laughed at Farrah.,family,yes,no,32,USA,m,single,n,24h,a_few_minutes
113886,I got to sit around and watch friends.,entertainment,yes,yes,30,USA,m,married,y,24h,half_a_day
113890,"My dad called from prison today, and it wasn't collect.",conversation|family,no,yes,38,USA,f,single,y,24h,all_day_im_still_feeling_it
113894,"Digivolving in a game, I've been working towards that for an hour!",entertainment,yes,no,24,USA,f,single,n,24h,at_least_one_hour
113897,i was having a bad day and had to take care of a bunch of errands on my break and my coworker covered for me and take an extra long break so i could get everything done and relax.,career,yes,yes,30,USA,m,single,n,24h,half_a_day
113899,I saw a cute bunny in my yard.,animals,no,yes,21,CAN,m,single,n,24h,a_few_minutes
113912,I bought a special tool and cleaned my mini-blinds to a shine.,shopping,yes,no,32,USA,f,married,y,24h,all_day_im_still_feeling_it
113920,I finished an inspiring book and started two more.,entertainment|education,yes,no,22,USA,m,married,n,24h,half_a_day
113923,More of these hits were posted and I got to do one!,career,yes,no,25,USA,f,single,y,24h,a_few_minutes
113930,I was able to meet with a manager at work and he had many positive things to say about my recently completed work.,career,yes,yes,51,USA,m,divorced,y,24h,at_least_one_hour
113937,My niece got into dental school.,education|family,no,yes,44,USA,f,married,y,24h,all_day_im_still_feeling_it
113951,Received a 12.50 amazon gift card from a m turk study.,shopping,yes,yes,57,USA,m,married,y,24h,at_least_one_hour
113958,I was able to get in an intense push workout that makes me feel nice and pumped up.,exercise,yes,no,22,USA,m,single,n,24h,all_day_im_still_feeling_it
113966,It rained most of the day today and that makes me happy.,weather,no,no,40,USA,m,married,y,24h,all_day_im_still_feeling_it
113968,An online order from Urban Outfitters came to my house four days earlier than their estimated delivery date,shopping,no,no,21,USA,m,single,n,24h,at_least_one_hour
113973,I was also told that I was pretty,career,yes,yes,44,USA,f,single,y,24h,all_day_im_still_feeling_it
113974,My brother in law came out in the rain to help us put a tarp on the house.,family,no,yes,51,USA,f,married,y,24h,all_day_im_still_feeling_it
113975,I was happy when my grades were finally posted on my school website.,education,no,no,25,USA,m,single,n,24h,a_few_minutes
113980,Getting called for a job interview,career,yes,yes,19,USA,m,single,n,24h,half_a_day
113998,I won $20 on a scratch ticket last month.,entertainment,no,no,30,USA,m,single,n,24h,at_least_one_hour
114012,Had a side dish of Spanish rice with supper and everyone ate it.,food,yes,yes,55,USA,f,married,y,24h,half_a_day
114017,I am on summer vacation,vacation,yes,no,26,USA,m,single,n,24h,all_day_im_still_feeling_it
114030,I contributed some good comments at a work meeting.,career,yes,no,42,USA,m,married,y,24h,a_few_minutes
114054,"While eating breakfast, i felt a light jab from my border collie, she had gathered the paper dish the bird tossed from the top of his cage and brought it to me for her task treat!",food,yes,no,63,USA,f,single,n,24h,half_a_day
114085,Another event that made me happy in the past 24 hours was when I was at my job and one of my students told me that I was his favorite teaching assistant out of the other 11 teaching assistants.,career,no,yes,22,USA,m,single,n,24h,all_day_im_still_feeling_it
114088,Going to the gym and exercising made me happy because I was glad I made it there and I was happy I could accomplish the whole class.,exercise,yes,no,71,NA,f,married,y,24h,all_day_im_still_feeling_it
114089,We went to dinner with my boyfriend's parents and family.,family|romance|food,yes,yes,27,USA,f,single,n,24h,half_a_day
114095,I ate a delicious dinner.,food,yes,no,32,USA,m,divorced,y,24h,at_least_one_hour
114130,I thought of a very funny moment I had with friends at school (in the past) when I made them laugh.,education,yes,yes,24,USA,m,single,n,24h,at_least_one_hour
