hmid,agency,social
6780,no,yes
6781,yes,no
6782,yes,yes
6783,yes,no
6784,yes,no
6785,no,yes
6788,yes,yes
6789,no,yes
6790,yes,no
6791,yes,no
6792,yes,yes
6793,yes,yes
6794,yes,no
6797,yes,no
6798,no,no
6799,yes,no
6800,no,yes
6801,yes,yes
6802,no,yes
6803,no,no
6804,yes,no
6805,yes,no
6806,yes,no
6807,yes,no
6808,yes,yes
6809,yes,no
6810,no,yes
6811,yes,no
6812,no,yes
6813,no,yes
6814,no,yes
6815,no,yes
6816,yes,no
6817,yes,yes
6818,yes,no
6819,no,no
6820,yes,no
6821,no,yes
6822,yes,yes
6823,yes,yes
6824,yes,no
6825,yes,yes
6826,no,yes
6827,no,yes
6828,yes,no
6829,no,yes
6830,no,yes
6831,no,no
6832,yes,yes
6833,no,yes
6834,yes,no
6835,no,yes
6836,yes,no
6837,yes,yes
6838,yes,no
6839,no,yes
6840,yes,no
6841,yes,yes
6842,yes,no
6843,no,yes
6844,yes,yes
6845,no,yes
6846,yes,no
6847,yes,yes
6848,yes,yes
6849,yes,yes
6850,yes,yes
6851,yes,no
6853,yes,no
6854,yes,yes
6858,yes,no
6859,yes,no
6860,yes,no
6861,yes,no
6862,yes,yes
6863,no,yes
6864,yes,yes
6865,yes,no
6866,yes,yes
6867,yes,yes
6868,yes,no
6869,yes,yes
6870,no,no
6871,no,yes
6872,no,yes
6873,yes,yes
6874,yes,no
6875,yes,yes
6876,yes,no
6877,yes,no
6878,no,yes
6880,no,no
6881,yes,no
6882,yes,yes
6883,yes,yes
6884,yes,yes
6885,yes,yes
6886,yes,yes
6887,yes,yes
6888,no,no
6889,no,no
6890,no,no
6891,yes,yes
6892,yes,no
6893,yes,no
6894,yes,no
6895,no,yes
6896,yes,yes
6897,yes,no
6898,no,no
6899,no,yes
6900,no,yes
6901,yes,yes
6902,yes,no
6903,no,yes
6904,yes,no
6905,yes,yes
6906,yes,yes
6907,yes,no
6908,yes,no
6909,no,yes
6910,no,no
6911,no,yes
6912,yes,no
6913,no,yes
6914,no,yes
6915,yes,yes
6916,yes,no
6917,yes,no
6918,no,yes
6919,no,yes
6920,no,yes
6921,no,yes
6922,no,yes
6923,yes,yes
6924,yes,yes
6925,yes,no
6926,yes,no
6927,no,yes
6928,yes,no
6929,yes,no
6930,yes,no
6931,yes,no
6932,yes,no
6933,no,yes
6934,no,yes
6935,yes,yes
6936,yes,no
6937,no,yes
6938,yes,no
6939,no,yes
6940,yes,no
6941,yes,yes
6942,yes,no
6943,yes,no
6944,yes,no
6945,yes,no
6946,yes,no
6947,yes,no
6948,no,yes
6949,yes,yes
6950,yes,no
6951,no,yes
6952,yes,no
6953,yes,no
6954,yes,yes
6955,yes,yes
6956,yes,yes
6958,no,yes
6959,no,yes
6960,yes,no
6961,yes,yes
6962,yes,no
6963,yes,no
6964,yes,no
6965,yes,no
6966,no,no
6967,no,yes
6968,yes,no
6969,yes,no
6970,yes,no
6971,no,yes
6973,yes,yes
6974,yes,yes
6975,no,yes
6976,no,yes
6977,yes,yes
6978,yes,no
6979,no,yes
6980,yes,no
6981,yes,yes
6982,no,yes
6983,yes,yes
6987,yes,yes
6988,no,yes
6989,yes,no
6992,yes,no
6993,yes,yes
6994,yes,no
6995,yes,no
6996,yes,no
6997,yes,no
6998,yes,no
6999,no,yes
7000,yes,no
7001,yes,yes
7002,no,yes
7003,no,yes
7004,no,yes
7007,no,yes
7008,yes,yes
7009,yes,no
7010,yes,no
7011,yes,yes
7012,yes,no
7013,yes,no
7014,yes,yes
7015,yes,no
7016,yes,yes
7017,yes,yes
7020,no,yes
7021,yes,no
7022,no,yes
7024,no,yes
7026,yes,yes
7027,yes,yes
7028,yes,yes
7029,yes,no
7031,yes,no
7033,yes,yes
7034,yes,no
7035,no,no
7036,no,no
7037,yes,no
7038,yes,no
7039,yes,no
7040,yes,no
7041,yes,yes
7042,yes,yes
7043,yes,yes
7044,yes,yes
7045,no,yes
7046,no,no
7047,yes,no
7048,yes,yes
7049,yes,yes
7050,no,yes
7051,no,yes
7052,yes,yes
7053,yes,no
7054,yes,no
7055,yes,no
7056,no,yes
7057,no,yes
7058,yes,no
7059,yes,no
7060,yes,yes
7061,yes,no
7062,yes,no
7063,no,yes
7064,yes,no
7065,no,yes
7066,yes,no
7068,no,no
7069,yes,yes
7070,yes,no
7071,yes,yes
7072,yes,no
7073,yes,yes
7074,no,yes
7075,no,yes
7076,no,yes
7077,yes,yes
7079,yes,yes
7080,yes,no
7081,no,yes
7082,yes,no
7083,no,yes
7084,no,no
7085,no,no
7086,yes,no
7087,no,no
7088,no,yes
7089,yes,no
7090,yes,yes
7091,yes,no
7092,yes,no
7093,yes,yes
7094,yes,no
7095,yes,no
7096,yes,yes
7097,yes,no
7098,yes,yes
7099,yes,yes
7100,yes,yes
7101,yes,no
7102,yes,no
7103,yes,no
7104,yes,no
7105,yes,no
7106,yes,yes
7107,yes,no
7108,yes,yes
7109,yes,no
7111,yes,no
7112,yes,yes
7113,no,yes
7114,no,yes
7115,yes,yes
7116,yes,yes
7117,no,yes
7118,yes,no
7119,no,yes
7120,yes,no
7121,no,yes
7122,no,yes
7123,yes,yes
7124,yes,yes
7128,yes,yes
7130,yes,no
7131,yes,yes
7132,yes,yes
7133,yes,yes
7135,yes,yes
7136,yes,no
7137,yes,yes
7138,yes,no
7139,yes,no
7140,no,yes
7141,yes,no
7143,yes,yes
7144,yes,no
7145,yes,no
7146,no,yes
7147,yes,no
7148,yes,no
7149,yes,no
7150,yes,yes
7151,yes,no
7152,yes,no
7154,yes,yes
7155,yes,yes
7156,yes,no
7157,yes,yes
7158,yes,yes
7159,yes,no
7160,yes,no
7161,no,yes
7162,no,yes
7163,no,yes
7164,yes,no
7165,yes,no
7166,yes,no
7167,yes,yes
7168,yes,no
7169,yes,no
7170,yes,yes
7171,yes,yes
7172,yes,yes
7173,yes,no
7174,yes,yes
7175,yes,no
7176,no,yes
7177,yes,no
7178,yes,no
7179,yes,no
7180,yes,no
7184,yes,no
7188,yes,no
7189,yes,no
7190,yes,no
7191,yes,no
7192,yes,yes
7193,yes,yes
7194,yes,no
7195,yes,no
7196,yes,no
7197,no,yes
7198,yes,no
7199,yes,yes
7200,yes,no
7201,yes,no
7202,yes,no
7203,yes,yes
7204,yes,no
7205,yes,no
7206,no,yes
7207,yes,no
7208,no,yes
7209,yes,no
7210,yes,yes
7211,no,yes
7212,yes,no
7213,no,yes
7214,no,yes
7215,no,yes
7216,yes,no
7217,no,yes
7218,yes,no
7219,no,yes
7220,yes,no
7221,yes,no
7222,yes,yes
7223,yes,no
7227,yes,yes
7228,yes,yes
7229,no,no
7230,yes,no
7231,no,yes
7232,yes,no
7233,yes,yes
7235,yes,yes
7236,yes,no
7237,yes,no
7238,yes,no
7239,yes,yes
7240,yes,no
7241,yes,no
7242,yes,no
7243,yes,no
7244,no,yes
7245,no,yes
7246,yes,no
7247,yes,no
7248,yes,yes
7249,yes,yes
7250,yes,yes
7251,yes,yes
7252,yes,yes
7253,no,yes
7254,yes,no
7255,no,yes
7256,yes,yes
7258,yes,yes
7259,yes,yes
7260,yes,no
7261,yes,no
7262,yes,no
7263,yes,yes
7264,yes,yes
7265,yes,no
7266,yes,yes
7267,yes,yes
7268,yes,yes
7269,yes,yes
7270,yes,yes
7271,yes,yes
7272,no,yes
7273,no,yes
7274,yes,yes
7275,yes,yes
7276,yes,yes
7277,yes,no
7278,yes,yes
7279,yes,no
7280,yes,no
7281,no,yes
7282,no,yes
7283,yes,no
7284,yes,yes
7285,yes,yes
7286,yes,no
7287,yes,no
7288,yes,yes
7289,yes,no
7290,no,yes
7291,no,yes
7292,yes,yes
7293,yes,yes
7294,yes,yes
7295,yes,no
7296,no,yes
7297,no,yes
7298,no,yes
7301,yes,no
7303,yes,yes
7304,no,yes
7305,no,yes
7306,no,yes
7307,yes,yes
7308,no,yes
7309,yes,no
7310,no,yes
7311,yes,yes
7312,no,yes
7313,yes,no
7314,yes,no
7315,yes,no
7316,yes,no
7317,yes,yes
7318,yes,yes
7319,yes,no
7320,yes,no
7321,yes,no
7322,yes,no
7325,yes,no
7326,yes,no
7327,yes,yes
7328,yes,no
7329,yes,yes
7330,yes,yes
7331,yes,yes
7332,yes,no
7333,yes,no
7334,yes,no
7335,no,no
7336,yes,no
7337,yes,yes
7338,yes,no
7339,yes,yes
7340,yes,no
7341,yes,no
7342,yes,yes
7343,yes,no
7344,yes,yes
7345,yes,yes
7346,yes,no
7348,yes,no
7349,yes,no
7350,no,yes
7351,yes,yes
7352,yes,no
7359,yes,yes
7360,yes,no
7361,yes,yes
7362,yes,no
7363,yes,no
7364,no,yes
7365,yes,yes
7366,yes,no
7367,yes,no
7368,yes,no
7369,yes,yes
7370,yes,no
7371,yes,yes
7372,no,yes
7373,no,yes
7374,yes,yes
7375,yes,no
7376,yes,yes
7377,yes,no
7378,yes,yes
7379,yes,yes
7380,yes,yes
7381,yes,no
7382,yes,no
7384,no,yes
7385,yes,no
7386,yes,no
7388,no,yes
7389,yes,yes
7390,no,yes
7391,yes,no
7392,yes,yes
7393,yes,yes
7394,yes,yes
7396,yes,yes
7397,no,yes
7398,yes,no
7399,yes,no
7400,yes,no
7401,no,yes
7402,no,yes
7403,no,yes
7404,yes,yes
7405,yes,no
7406,yes,no
7407,no,yes
7408,no,yes
7409,no,yes
7410,no,yes
7411,no,yes
7412,yes,no
7413,no,yes
7414,no,yes
7415,yes,no
7416,yes,yes
7418,yes,no
7419,yes,no
7420,yes,yes
7421,no,no
7422,yes,yes
7423,yes,yes
7424,yes,yes
7425,yes,yes
7427,yes,no
7431,yes,yes
7432,yes,yes
7433,yes,yes
7435,yes,no
7436,yes,no
7437,yes,no
7438,yes,yes
7439,yes,yes
7440,no,yes
7441,no,yes
7442,yes,no
7444,no,yes
7445,no,no
7446,no,yes
7447,no,yes
7448,yes,yes
7449,yes,no
7450,yes,no
7451,yes,no
7452,yes,no
7453,yes,no
7454,no,yes
7455,yes,yes
7456,yes,no
7457,yes,yes
7458,no,yes
7459,yes,no
7460,yes,no
7461,yes,yes
7462,yes,yes
7463,yes,no
7464,no,yes
7465,yes,no
7466,no,yes
7467,no,yes
7468,no,yes
7469,no,yes
7470,yes,no
7471,no,yes
7472,no,yes
7473,yes,no
7474,yes,yes
7475,yes,yes
7482,no,no
7483,yes,no
7484,yes,no
7485,yes,yes
7488,yes,no
7489,yes,no
7490,yes,yes
7491,yes,yes
7493,yes,no
7494,yes,yes
7495,no,yes
7496,yes,no
7497,yes,no
7498,yes,no
7499,yes,no
7503,no,yes
7504,yes,yes
7505,yes,no
7506,no,yes
7507,no,yes
7508,yes,yes
7509,yes,no
7510,yes,no
7511,yes,yes
7512,yes,no
7513,no,yes
7514,no,yes
7515,yes,yes
7516,no,yes
7517,yes,no
7518,yes,yes
7519,yes,no
7520,no,yes
7524,yes,yes
7525,yes,yes
7526,yes,yes
7530,yes,no
7531,yes,no
7532,yes,no
7533,yes,no
7534,yes,no
7535,no,no
7536,yes,yes
7537,no,yes
7538,yes,yes
7539,no,yes
7540,no,yes
7541,no,yes
7542,yes,yes
7543,no,yes
7544,yes,no
7545,yes,yes
7546,yes,no
7547,yes,yes
7548,yes,no
7549,yes,yes
7550,yes,yes
7551,yes,yes
7552,yes,yes
7553,yes,yes
7554,yes,no
7555,yes,no
7556,yes,no
7557,no,yes
7558,yes,no
7559,yes,no
7560,yes,no
7561,yes,yes
7562,yes,no
7563,no,yes
7564,no,yes
7565,yes,yes
7569,no,yes
7570,yes,no
7571,yes,no
7575,yes,no
7576,yes,yes
7577,no,no
7578,yes,no
7579,yes,no
7580,yes,yes
7584,yes,no
7585,yes,no
7586,yes,yes
7587,yes,yes
7588,yes,yes
7589,no,yes
7592,yes,yes
7593,yes,yes
7594,no,yes
7595,yes,no
7596,yes,no
7597,yes,yes
7598,yes,no
7599,yes,no
7600,yes,no
7601,yes,no
7605,yes,no
7606,no,no
7607,yes,no
7608,yes,no
7609,yes,no
7610,yes,no
7611,yes,no
7612,yes,yes
7613,yes,no
7614,yes,no
7615,yes,yes
7616,yes,yes
7617,no,yes
7618,no,yes
7619,yes,no
7620,yes,yes
7623,no,yes
7624,no,yes
7625,no,yes
7626,yes,yes
7627,no,no
7628,yes,no
7629,no,no
7630,yes,yes
7631,no,yes
7632,yes,no
7633,yes,no
7634,yes,yes
7635,yes,yes
7638,yes,yes
7639,yes,yes
7640,yes,no
7641,no,yes
7642,no,no
7643,no,yes
7644,yes,yes
7645,yes,yes
7646,yes,yes
7648,yes,yes
7649,yes,yes
7651,yes,yes
7652,yes,no
7653,yes,no
7654,yes,no
7655,no,yes
7656,yes,no
7657,yes,yes
7658,no,yes
7659,no,yes
7660,yes,yes
7661,yes,no
7662,no,yes
7663,no,yes
7664,yes,yes
7665,no,yes
7666,yes,no
7667,yes,no
7668,no,yes
7669,no,yes
7670,no,yes
7673,yes,yes
7677,no,yes
7678,yes,no
7679,yes,no
7680,yes,no
7681,yes,no
7683,no,yes
7684,no,yes
7685,no,yes
7686,yes,yes
7687,yes,yes
7688,yes,no
7689,no,yes
7690,no,yes
7691,yes,yes
7692,yes,no
7693,yes,no
7694,yes,no
7695,no,no
7696,no,no
7697,yes,no
7698,yes,yes
7699,yes,no
7700,yes,no
7701,yes,no
7702,yes,yes
7703,yes,no
7705,yes,yes
7706,yes,yes
7707,no,yes
7708,yes,no
7709,yes,yes
7712,yes,yes
7713,no,yes
7714,no,yes
7715,no,yes
7716,yes,no
7717,no,yes
7718,yes,no
7719,yes,no
7720,yes,no
7721,yes,no
7722,yes,yes
7723,yes,no
7724,no,yes
7725,no,yes
7726,yes,yes
7727,yes,no
7728,yes,no
7729,yes,no
7730,yes,no
7732,yes,no
7733,yes,no
7734,no,yes
7735,no,yes
7736,no,yes
7737,no,no
7738,yes,no
7739,yes,yes
7740,no,yes
7741,yes,yes
7742,no,yes
7746,yes,yes
7747,yes,no
7748,yes,no
7749,yes,no
7750,no,yes
7751,yes,no
7752,no,yes
7753,yes,no
7754,yes,no
7755,yes,no
7756,yes,yes
7757,yes,no
7758,yes,yes
7759,yes,yes
7760,yes,no
7761,yes,no
7762,yes,no
7763,yes,no
7764,yes,no
7765,no,no
7766,yes,yes
7767,no,yes
7768,yes,no
7769,yes,no
7770,yes,no
7771,no,yes
7773,yes,yes
7774,yes,no
7775,yes,no
7776,yes,no
7777,yes,no
7778,no,yes
7780,yes,yes
7781,yes,no
7782,no,yes
7783,no,yes
7784,no,yes
7785,yes,yes
7786,yes,yes
7787,yes,no
7788,no,yes
7789,yes,yes
7790,yes,no
7791,no,yes
7792,no,yes
7793,no,yes
7794,yes,no
7795,yes,no
7796,yes,yes
7797,yes,yes
7798,yes,yes
7799,yes,yes
7800,yes,yes
7801,no,yes
7802,yes,yes
7803,yes,yes
7804,yes,yes
7805,yes,yes
7806,yes,yes
7807,yes,yes
7808,yes,yes
7809,yes,no
7810,yes,no
7811,yes,yes
7812,yes,no
7813,yes,no
7814,yes,no
7815,no,yes
7816,no,yes
7817,yes,no
7818,yes,no
7819,no,yes
7820,no,yes
7821,no,yes
7822,yes,no
7823,yes,no
7825,yes,no
7826,yes,yes
7827,yes,yes
7828,no,yes
7829,no,yes
7830,no,no
7831,yes,no
7832,yes,no
7833,yes,no
7834,yes,yes
7836,no,yes
7837,yes,yes
7838,yes,yes
7839,no,no
7840,yes,no
7841,yes,no
7842,no,yes
7845,yes,yes
7846,no,yes
7847,yes,yes
7851,yes,yes
7852,yes,yes
7853,yes,yes
7854,no,yes
7855,yes,no
7856,no,yes
7857,no,yes
7858,yes,yes
7859,yes,no
7862,yes,yes
7863,yes,no
7864,yes,no
7865,yes,yes
7866,yes,no
7867,yes,yes
7868,yes,no
7869,no,yes
7870,yes,no
7871,yes,no
7872,yes,yes
7873,no,yes
7874,no,yes
7875,no,yes
7876,no,no
7877,yes,no
7878,yes,yes
7879,yes,no
7880,yes,no
7881,yes,no
7882,yes,no
7883,no,yes
7884,yes,no
7885,yes,yes
7886,yes,no
7887,yes,no
7888,no,yes
7889,yes,no
7890,yes,yes
7891,yes,yes
7892,yes,yes
7894,yes,yes
7895,no,yes
7896,no,yes
7897,no,yes
7898,no,yes
7899,yes,yes
7900,no,yes
7901,yes,no
7902,no,yes
7904,yes,yes
7905,no,yes
7906,yes,no
7907,yes,no
7910,no,yes
7911,yes,yes
7912,yes,no
7913,yes,yes
7915,no,yes
7916,no,yes
7917,yes,yes
7918,yes,yes
7919,no,yes
7920,yes,no
7921,no,yes
7922,yes,no
7923,yes,no
7924,yes,no
7925,no,no
7926,yes,no
7927,yes,no
7928,yes,yes
7929,yes,yes
7930,no,yes
7931,yes,no
7932,yes,no
7933,yes,no
7934,yes,no
7937,yes,no
7938,no,yes
7939,yes,yes
7940,no,yes
7941,yes,no
7942,yes,yes
7943,yes,no
7944,yes,yes
7945,yes,yes
7946,yes,yes
7950,yes,yes
7951,yes,no
7952,yes,no
7953,no,yes
7954,yes,yes
7955,no,yes
7956,yes,yes
7957,yes,no
7958,yes,yes
7959,yes,yes
7960,yes,no
7961,yes,no
7962,yes,yes
7963,no,yes
7964,yes,no
7965,yes,yes
7966,yes,yes
7967,no,yes
7968,yes,yes
7969,yes,no
7970,yes,yes
7971,yes,no
7972,yes,no
7973,yes,no
7974,no,yes
7975,yes,yes
7976,yes,yes
7977,no,yes
7978,yes,no
7979,no,yes
7980,yes,no
7981,no,yes
7982,yes,no
7983,yes,no
7984,yes,no
7985,yes,no
7986,yes,no
7987,yes,no
7988,yes,no
7989,yes,yes
7990,no,yes
7991,no,yes
7992,yes,no
7993,yes,yes
7994,yes,no
7995,no,no
7997,no,yes
7998,yes,no
7999,no,yes
8000,yes,yes
8004,yes,yes
8005,yes,yes
8006,yes,yes
8007,yes,yes
8008,yes,no
8009,yes,no
8010,yes,no
8011,yes,no
8012,yes,no
8013,yes,no
8014,yes,yes
8015,no,yes
8016,yes,yes
8017,yes,no
8018,no,yes
8019,yes,no
8020,yes,no
8021,yes,yes
8022,yes,yes
8023,no,yes
8024,yes,no
8025,yes,no
8026,yes,yes
8027,yes,yes
8028,yes,no
8029,yes,yes
8030,no,yes
8031,yes,no
8032,yes,yes
8033,no,yes
8034,no,yes
8035,no,no
8036,yes,no
8037,yes,yes
8038,yes,no
8039,yes,yes
8040,no,yes
8041,yes,no
8042,yes,yes
8044,yes,no
8045,yes,no
8046,yes,no
8047,yes,no
8048,yes,no
8049,yes,yes
8050,yes,no
8051,no,yes
8052,yes,yes
8053,yes,yes
8054,yes,no
8055,no,yes
8056,yes,no
8057,no,yes
8058,yes,yes
8059,no,no
8060,yes,no
8061,no,yes
8062,no,yes
8063,yes,no
8064,yes,yes
8065,yes,no
8066,yes,no
8067,yes,no
8068,no,no
8069,yes,no
8070,yes,yes
8071,yes,no
8072,yes,yes
8073,yes,yes
8074,yes,no
8075,yes,no
8076,no,yes
8077,no,yes
8078,no,yes
8079,no,yes
8080,no,yes
8081,yes,no
8082,yes,no
8083,yes,no
8084,no,yes
8085,yes,yes
8086,yes,no
8087,yes,no
8088,yes,yes
8089,yes,no
8090,yes,no
8091,no,yes
8092,yes,no
8093,yes,no
8094,yes,no
8095,yes,no
8096,yes,no
8100,no,yes
8101,no,yes
8102,yes,no
8103,yes,no
8104,yes,yes
8105,yes,no
8106,yes,no
8107,yes,no
8108,yes,no
8110,no,yes
8111,no,yes
8112,yes,yes
8113,yes,no
8114,yes,no
8115,yes,no
8116,yes,yes
8117,yes,no
8118,no,yes
8119,yes,no
8120,yes,no
8121,yes,yes
8122,no,yes
8123,yes,yes
8124,yes,yes
8125,yes,yes
8126,yes,no
8127,yes,no
8128,yes,no
8129,yes,no
8130,yes,yes
8131,yes,yes
8132,yes,no
8133,yes,yes
8134,no,yes
8135,no,yes
8136,yes,yes
8137,no,yes
8138,no,yes
8142,yes,no
8143,yes,yes
8144,yes,no
8148,no,yes
8149,no,yes
8150,no,yes
8151,yes,no
8152,yes,yes
8153,yes,yes
8155,yes,no
8156,no,yes
8159,yes,no
8160,yes,yes
8161,yes,no
8162,yes,no
8163,yes,yes
8164,yes,yes
8165,yes,no
8166,yes,no
8167,yes,no
8168,yes,yes
8170,yes,no
8171,no,yes
8172,yes,no
8173,no,yes
8174,no,no
8175,no,yes
8176,yes,yes
8178,no,yes
8179,yes,yes
8180,yes,no
8182,yes,no
8183,yes,no
8184,no,yes
8185,yes,yes
8186,no,no
8187,yes,yes
8188,yes,yes
8190,yes,no
8191,yes,no
8192,yes,no
8193,yes,yes
8194,no,yes
8195,yes,yes
8196,no,yes
8197,yes,yes
8198,yes,no
8199,yes,no
8200,yes,yes
8201,yes,no
8202,yes,no
8203,no,yes
8204,no,yes
8205,no,yes
8206,yes,yes
8207,yes,yes
8208,yes,no
8209,no,no
8210,no,yes
8211,no,yes
8212,no,yes
8213,yes,no
8214,yes,yes
8215,yes,no
8216,yes,no
8217,no,yes
8218,no,yes
8219,yes,yes
8220,yes,yes
8221,yes,yes
8222,yes,yes
8223,yes,no
8224,yes,no
8225,yes,yes
8226,no,yes
8227,yes,no
8228,yes,no
8229,no,yes
8230,no,yes
8231,yes,no
8232,yes,yes
8233,yes,no
8234,yes,yes
8236,yes,no
8237,no,yes
8239,yes,yes
8240,yes,no
8244,yes,yes
8245,yes,no
8246,yes,no
8247,yes,no
8248,no,no
8249,no,no
8250,yes,no
8251,yes,no
8252,yes,yes
8254,yes,yes
8255,yes,yes
8256,yes,no
8257,yes,no
8258,yes,yes
8262,no,yes
8263,no,yes
8264,yes,no
8265,yes,no
8266,no,yes
8267,yes,yes
8268,no,yes
8269,yes,no
8270,yes,yes
8271,no,yes
8272,yes,no
8273,yes,yes
8275,yes,yes
8277,yes,yes
8278,yes,no
8279,yes,no
8280,yes,yes
8281,no,yes
8282,yes,no
8283,yes,yes
8284,no,yes
8285,yes,no
8286,no,yes
8287,yes,no
8288,yes,no
8289,yes,no
8290,yes,no
8291,no,yes
8292,yes,yes
8293,no,yes
8294,yes,yes
8295,no,yes
8296,yes,yes
8297,yes,no
8298,yes,yes
8299,yes,no
8300,yes,no
8304,yes,yes
8305,yes,no
8306,yes,no
8307,yes,no
8308,no,yes
8309,yes,no
8310,yes,yes
8311,no,yes
8312,yes,yes
8313,yes,no
8314,yes,yes
8315,yes,no
8316,yes,no
8317,yes,no
8318,yes,no
8319,yes,yes
8320,yes,no
8321,yes,no
8325,yes,yes
8326,no,no
8327,yes,no
8328,yes,no
8329,no,yes
8330,yes,no
8331,yes,yes
8332,yes,no
8333,yes,no
8334,no,yes
8335,no,yes
8336,no,yes
8337,no,no
8340,yes,no
8341,yes,no
8342,yes,no
8343,yes,no
8344,yes,no
8345,yes,no
8346,yes,no
8347,yes,no
8348,yes,yes
8349,no,yes
8350,yes,no
8351,yes,no
8352,yes,yes
8353,yes,yes
8354,yes,no
8355,yes,yes
8356,no,yes
8357,yes,yes
8358,yes,no
8359,yes,yes
8360,yes,no
8362,no,yes
8364,no,no
8365,no,yes
8367,yes,yes
8368,no,yes
8369,no,yes
8370,yes,yes
8371,yes,no
8372,no,yes
8373,yes,no
8374,yes,no
8375,yes,no
8376,no,yes
8377,no,no
8378,yes,yes
8379,yes,no
8380,no,yes
8381,yes,yes
8382,no,yes
8383,yes,no
8384,yes,no
8385,yes,yes
8386,yes,yes
8387,yes,no
8388,yes,no
8389,no,yes
8390,no,yes
8391,yes,no
8392,no,no
8393,yes,no
8394,yes,no
8395,yes,no
8396,yes,no
8397,yes,no
8398,yes,no
8399,no,yes
8400,yes,no
8401,yes,no
8402,yes,yes
8403,yes,yes
8404,no,yes
8405,yes,yes
8406,yes,no
8407,yes,no
8408,yes,no
8409,yes,yes
8410,no,yes
8411,no,yes
8412,yes,yes
8413,yes,no
8414,no,yes
8415,yes,yes
8416,yes,no
8417,yes,yes
8418,yes,yes
8419,yes,yes
8420,yes,no
8421,yes,no
8422,no,yes
8423,yes,no
8424,yes,no
8425,yes,no
8426,yes,no
8427,no,yes
8428,yes,no
8429,yes,no
8439,yes,yes
8440,yes,no
8441,yes,no
8442,yes,yes
8443,yes,yes
8444,yes,no
8445,yes,yes
8446,yes,no
8447,yes,no
8448,no,yes
8450,yes,no
8451,yes,no
8452,yes,no
8453,yes,no
8454,yes,yes
8455,yes,yes
8456,yes,yes
8458,yes,no
8459,yes,no
8460,yes,yes
8461,no,no
8462,no,yes
8463,no,yes
8464,yes,no
8465,no,yes
8466,yes,yes
8467,yes,yes
8468,yes,no
8469,no,yes
8470,yes,no
8471,no,yes
8472,yes,no
8473,yes,yes
8474,yes,no
8475,yes,yes
8476,yes,no
8477,yes,yes
8478,yes,no
8479,yes,yes
8480,no,yes
8481,no,yes
8482,yes,no
8483,no,yes
8484,yes,yes
8485,yes,yes
8486,no,no
8487,yes,no
8488,yes,yes
8489,yes,yes
8490,yes,no
8491,yes,no
8492,yes,no
8493,yes,no
8494,yes,no
8495,no,no
8499,yes,yes
8500,yes,no
8501,yes,no
8502,yes,no
8503,no,yes
8504,yes,no
8505,no,yes
8506,yes,no
8507,yes,no
8508,yes,no
8509,yes,no
8510,yes,yes
8511,yes,yes
8512,yes,no
8513,yes,no
8514,yes,no
8515,yes,no
8516,yes,no
8517,yes,no
8518,yes,no
8519,yes,no
8520,yes,yes
8521,yes,yes
8522,yes,no
8523,yes,no
8524,yes,yes
8525,yes,no
8526,yes,yes
8527,yes,no
8528,no,no
8529,yes,no
8530,no,no
8531,yes,yes
8532,yes,yes
8533,no,no
8534,yes,no
8535,no,yes
8536,no,yes
8537,no,yes
8538,no,yes
8539,no,yes
8540,yes,yes
8541,no,yes
8542,yes,no
8543,yes,no
8544,yes,yes
8545,yes,no
8546,yes,no
8547,yes,yes
8548,yes,no
8549,yes,no
8553,no,yes
8554,yes,yes
8555,yes,yes
8557,no,yes
8558,yes,yes
8560,yes,no
8562,no,yes
8563,no,yes
8565,no,yes
8566,yes,no
8567,yes,no
8568,yes,no
8569,yes,no
8570,no,no
8571,no,yes
8572,yes,yes
8573,yes,no
8574,no,no
8575,yes,no
8576,no,no
8577,yes,no
8578,yes,no
8579,yes,no
8580,yes,no
8581,yes,no
8582,yes,no
8583,yes,no
8584,yes,no
8585,yes,no
8586,yes,no
8587,yes,yes
8588,no,yes
8589,no,yes
8590,yes,yes
8591,yes,no
8592,yes,yes
8593,yes,no
8594,no,yes
8595,yes,no
8596,yes,no
8597,yes,yes
8599,yes,yes
8600,no,yes
8603,no,no
8604,yes,no
8605,no,yes
8606,yes,no
8607,yes,no
8608,yes,no
8609,yes,no
8610,yes,yes
8611,yes,yes
8612,yes,yes
8613,no,yes
8614,no,yes
8615,no,yes
8616,yes,no
8617,yes,yes
8618,yes,yes
8619,yes,no
8620,yes,no
8621,yes,yes
8622,no,yes
8623,yes,yes
8624,yes,yes
8625,yes,yes
8626,no,yes
8627,yes,yes
8628,yes,no
8629,yes,yes
8630,yes,no
8631,yes,no
8632,no,yes
8633,yes,no
8634,yes,no
8635,no,yes
8636,no,yes
8637,yes,yes
8638,yes,yes
8639,yes,no
8640,yes,yes
8641,yes,yes
8643,no,yes
8644,yes,no
8645,yes,no
8647,yes,no
8649,yes,yes
8650,no,yes
8651,yes,yes
8652,yes,no
8653,yes,no
8654,yes,yes
8655,yes,yes
8656,yes,yes
8657,yes,no
8658,yes,no
8659,no,yes
8660,yes,no
8661,yes,yes
8662,yes,yes
8663,no,yes
8664,yes,yes
8665,yes,no
8666,yes,no
8670,yes,no
8671,no,yes
8672,no,yes
8673,yes,yes
8674,yes,yes
8675,yes,yes
8676,yes,yes
8677,yes,no
8678,yes,no
8679,yes,yes
8680,yes,yes
8681,yes,no
8682,no,yes
8683,yes,yes
8684,yes,yes
8685,yes,no
